TransactionID,CustomerID,Date,Price,Quantity,Product,TotalPrice
T00020,C0448,2022-01-04,12000,1,potato chip,12000
T00021,C0147,2022-01-04,15000,2,cheese stick,30000
T00021,C0147,2022-01-04,10000,1,yoghurt,10000
T00021,C0147,2022-01-04,4200,3,thai tea,12600
T00021,C0147,2022-01-04,7500,1,crackers,7500
T00021,C0147,2022-01-04,16000,1,oat,16000
T00022,C0081,2022-01-04,4200,2,thai tea,8400
T00022,C0081,2022-01-04,4200,5,thai tea,21000
T00023,C0127,2022-01-04,3200,5,ginger candy,16000
T00023,C0127,2022-01-04,16000,1,oat,16000
T00023,C0127,2022-01-05,4200,3,thai tea,12600
T00023,C0127,2022-01-05,16000,1,oat,16000
T00023,C0127,2022-01-05,10000,1,yoghurt,10000
T00024,C0005,2022-01-05,4200,4,thai tea,16800
T00025,C0136,2022-01-05,9400,2,coffee candy,18800
T00026,C0225,2022-01-05,10000,5,yoghurt,50000
T00026,C0225,2022-01-05,12000,1,potato chip,12000
T00026,C0225,2022-01-05,16000,2,oat,32000
T00026,C0225,2022-01-05,8800,4,choco bar,35200
T00026,C0225,2022-01-05,10000,7,yoghurt,70000
T00027,C0105,2022-01-06,3200,5,ginger candy,16000
T00027,C0105,2022-01-06,3200,5,ginger candy,16000
T00027,C0105,2022-01-06,12000,4,potato chip,48000
T00028,C0002,2022-01-06,3200,3,ginger candy,9600
T00028,C0002,2022-01-06,3200,3,ginger candy,9600
T00028,C0002,2022-01-06,7500,4,crackers,30000
T00029,C0019,2022-01-06,18000,3,cashew,54000
T00029,C0019,2022-01-06,15000,4,cheese stick,60000
T00030,C0461,2022-01-06,12000,4,potato chip,48000
T00030,C0461,2022-01-06,4200,4,thai tea,16800
T00031,C0080,2022-01-06,7500,2,crackers,15000
T00031,C0080,2022-01-06,4200,4,thai tea,16800
T00032,C0411,2022-01-06,3200,6,ginger candy,19200
T00032,C0411,2022-01-06,4200,4,thai tea,16800
T00033,C0440,2022-01-06,3200,6,ginger candy,19200
T00033,C0440,2022-01-06,9400,3,coffee candy,28200
T00033,C0440,2022-01-06,4200,4,thai tea,16800
T00033,C0440,2022-01-06,4200,3,thai tea,12600
T00034,C0205,2022-01-07,4200,3,thai tea,12600
T00035,C0092,2022-01-07,8800,7,choco bar,61600
T00036,C0403,2022-01-07,10000,3,yoghurt,30000
T00036,C0403,2022-01-07,10000,4,yoghurt,40000
T00036,C0403,2022-01-07,3200,6,ginger candy,19200
T00036,C0403,2022-01-07,3200,6,ginger candy,19200
T00036,C0403,2022-01-07,3200,3,ginger candy,9600
T00037,C0486,2022-01-07,16000,3,oat,48000
T00037,C0486,2022-01-07,16000,2,oat,32000
T00037,C0486,2022-01-08,15000,1,cheese stick,15000
T00038,C0216,2022-01-08,9400,2,coffee candy,18800
T00038,C0216,2022-01-08,9400,4,coffee candy,37600
T00039,C0221,2022-01-08,7500,3,crackers,22500
T00039,C0221,2022-01-08,12000,5,potato chip,60000
T00039,C0221,2022-01-08,9400,5,coffee candy,47000
T00040,C0146,2022-01-08,12000,1,potato chip,12000
T00040,C0146,2022-01-08,4200,3,thai tea,12600
T00040,C0146,2022-01-08,4200,3,thai tea,12600
T00040,C0146,2022-01-08,16000,2,oat,32000
T00040,C0146,2022-01-08,12000,3,potato chip,36000
T00041,C0295,2022-01-08,16000,2,oat,32000
T00041,C0295,2022-01-08,7500,5,crackers,37500
T00041,C0295,2022-01-08,8800,5,choco bar,44000
T00041,C0295,2022-01-08,7500,3,crackers,22500
T00042,C0266,2022-01-09,8800,5,choco bar,44000
T00042,C0266,2022-01-09,3200,7,ginger candy,22400
T00043,C0305,2022-01-09,15000,1,cheese stick,15000
T00043,C0305,2022-01-09,16000,1,oat,16000
T00043,C0305,2022-01-09,4200,3,thai tea,12600
T00043,C0305,2022-01-09,3200,4,ginger candy,12800
T00043,C0305,2022-01-09,12000,4,potato chip,48000
T00044,C0141,2022-01-09,8800,8,choco bar,70400
T00044,C0141,2022-01-09,16000,1,oat,16000
T00044,C0141,2022-01-09,16000,2,oat,32000
T00045,C0079,2022-01-09,4200,3,thai tea,12600
T00045,C0079,2022-01-09,4200,2,thai tea,8400
T00045,C0079,2022-01-09,10000,1,yoghurt,10000
T00045,C0079,2022-01-09,4200,5,thai tea,21000
T00046,C0195,2022-01-10,12000,5,potato chip,60000
T00046,C0195,2022-01-10,8800,6,choco bar,52800
T00046,C0195,2022-01-10,9400,3,coffee candy,28200
T00047,C0348,2022-01-10,8800,7,choco bar,61600
T00047,C0348,2022-01-10,12000,5,potato chip,60000
T00047,C0348,2022-01-10,7500,4,crackers,30000
T00047,C0348,2022-01-10,16000,1,oat,16000
T00048,C0195,2022-01-10,9400,2,coffee candy,18800
T00048,C0195,2022-01-10,8800,7,choco bar,61600
T00048,C0195,2022-01-10,15000,2,cheese stick,30000
T00049,C0277,2022-01-10,16000,3,oat,48000
T00050,C0103,2022-01-10,3200,3,ginger candy,9600
T00050,C0103,2022-01-10,3200,6,ginger candy,19200
T00051,C0359,2022-01-10,7500,1,crackers,7500
T00051,C0359,2022-01-10,15000,1,cheese stick,15000
T00051,C0359,2022-01-10,10000,1,yoghurt,10000
T00051,C0359,2022-01-10,3200,3,ginger candy,9600
T00051,C0359,2022-01-11,7500,3,crackers,22500
T00052,C0125,2022-01-11,3200,6,ginger candy,19200
T00052,C0125,2022-01-11,15000,5,cheese stick,75000
T00052,C0125,2022-01-11,3200,6,ginger candy,19200
T00053,C0007,2022-01-11,18000,1,cashew,18000
T00053,C0007,2022-01-11,3200,6,ginger candy,19200
T00053,C0007,2022-01-11,12000,5,potato chip,60000
T00053,C0007,2022-01-11,9400,6,coffee candy,56400
T00054,C0224,2022-01-11,16000,1,oat,16000
T00054,C0224,2022-01-11,4200,4,thai tea,16800
T00055,C0313,2022-01-11,10000,6,yoghurt,60000
T00056,C0250,2022-01-11,9400,5,coffee candy,47000
T00056,C0250,2022-01-11,7500,1,crackers,7500
T00056,C0250,2022-01-11,16000,2,oat,32000
T00057,C0251,2022-01-11,7500,3,crackers,22500
T00057,C0251,2022-01-11,4200,4,thai tea,16800
T00057,C0251,2022-01-11,4200,5,thai tea,21000
T00057,C0251,2022-01-11,7500,6,crackers,45000
T00058,C0177,2022-01-12,15000,2,cheese stick,30000
T00058,C0177,2022-01-12,7500,1,crackers,7500
T00058,C0177,2022-01-12,3200,4,ginger candy,12800
T00059,C0275,2022-01-12,10000,6,yoghurt,60000
T00059,C0275,2022-01-12,15000,2,cheese stick,30000
T00060,C0427,2022-01-12,12000,5,potato chip,60000
T00060,C0427,2022-01-12,15000,1,cheese stick,15000
T00060,C0427,2022-01-12,16000,1,oat,16000
T00061,C0484,2022-01-12,8800,8,choco bar,70400
T00061,C0484,2022-01-12,16000,3,oat,48000
T00061,C0484,2022-01-12,10000,2,yoghurt,20000
T00061,C0484,2022-01-13,18000,1,cashew,18000
T00062,C0206,2022-01-13,9400,2,coffee candy,18800
T00063,C0486,2022-01-13,18000,3,cashew,54000
T00064,C0306,2022-01-13,8800,3,choco bar,26400
T00064,C0306,2022-01-13,9400,6,coffee candy,56400
T00064,C0306,2022-01-13,12000,2,potato chip,24000
T00064,C0306,2022-01-13,8800,3,choco bar,26400
T00064,C0306,2022-01-13,4200,4,thai tea,16800
T00065,C0339,2022-01-13,15000,1,cheese stick,15000
T00065,C0339,2022-01-13,18000,3,cashew,54000
T00066,C0241,2022-01-14,12000,1,potato chip,12000
T00066,C0241,2022-01-14,10000,6,yoghurt,60000
T00066,C0241,2022-01-14,7500,2,crackers,15000
T00067,C0218,2022-01-14,15000,4,cheese stick,60000
T00067,C0218,2022-01-14,9400,5,coffee candy,47000
T00068,C0384,2022-01-14,4200,5,thai tea,21000
T00069,C0207,2022-01-14,9400,3,coffee candy,28200
T00069,C0207,2022-01-14,4200,3,thai tea,12600
T00069,C0207,2022-01-14,15000,2,cheese stick,30000
T00069,C0207,2022-01-15,10000,2,yoghurt,20000
T00070,C0301,2022-01-15,4200,2,thai tea,8400
T00070,C0301,2022-01-15,9400,2,coffee candy,18800
T00070,C0301,2022-01-15,4200,3,thai tea,12600
T00071,C0224,2022-01-15,3200,7,ginger candy,22400
T00071,C0224,2022-01-15,16000,3,oat,48000
T00071,C0224,2022-01-15,7500,5,crackers,37500
T00071,C0224,2022-01-15,4200,3,thai tea,12600
T00072,C0019,2022-01-15,12000,5,potato chip,60000
T00072,C0019,2022-01-15,15000,5,cheese stick,75000
T00072,C0019,2022-01-15,4200,3,thai tea,12600
T00073,C0097,2022-01-15,15000,5,cheese stick,75000
T00073,C0097,2022-01-15,12000,1,potato chip,12000
T00073,C0097,2022-01-15,16000,2,oat,32000
T00073,C0097,2022-01-15,12000,2,potato chip,24000
T00074,C0410,2022-01-15,8800,8,choco bar,70400
T00074,C0410,2022-01-15,4200,4,thai tea,16800
T00074,C0410,2022-01-15,15000,5,cheese stick,75000
T00075,C0256,2022-01-15,4200,5,thai tea,21000
T00075,C0256,2022-01-15,10000,3,yoghurt,30000
T00075,C0256,2022-01-15,3200,6,ginger candy,19200
T00076,C0383,2022-01-15,8800,9,choco bar,79200
T00076,C0383,2022-01-15,9400,3,coffee candy,28200
T00076,C0383,2022-01-15,10000,5,yoghurt,50000
T00076,C0383,2022-01-15,18000,4,cashew,72000
T00077,C0229,2022-01-16,8800,2,choco bar,17600
T00077,C0229,2022-01-16,10000,5,yoghurt,50000
T00077,C0229,2022-01-16,3200,5,ginger candy,16000
T00078,C0120,2022-01-16,15000,5,cheese stick,75000
T00078,C0120,2022-01-16,18000,3,cashew,54000
T00078,C0120,2022-01-16,15000,4,cheese stick,60000
T00078,C0120,2022-01-16,15000,1,cheese stick,15000
T00079,C0052,2022-01-16,16000,3,oat,48000
T00079,C0052,2022-01-16,16000,3,oat,48000
T00080,C0204,2022-01-16,16000,1,oat,16000
T00080,C0204,2022-01-16,15000,1,cheese stick,15000
T00080,C0204,2022-01-17,8800,8,choco bar,70400
T00081,C0324,2022-01-17,16000,2,oat,32000
T00082,C0361,2022-01-17,15000,5,cheese stick,75000
T00082,C0361,2022-01-17,4200,3,thai tea,12600
T00082,C0361,2022-01-17,7500,5,crackers,37500
T00083,C0211,2022-01-17,9400,6,coffee candy,56400
T00083,C0211,2022-01-17,10000,4,yoghurt,40000
T00084,C0255,2022-01-17,15000,5,cheese stick,75000
T00084,C0255,2022-01-17,9400,2,coffee candy,18800
T00084,C0255,2022-01-17,4200,5,thai tea,21000
T00084,C0255,2022-01-17,3200,5,ginger candy,16000
T00085,C0301,2022-01-17,7500,6,crackers,45000
T00085,C0301,2022-01-17,4200,5,thai tea,21000
T00085,C0301,2022-01-17,4200,4,thai tea,16800
T00086,C0152,2022-01-17,4200,5,thai tea,21000
T00086,C0152,2022-01-17,15000,5,cheese stick,75000
T00086,C0152,2022-01-17,16000,2,oat,32000
T00086,C0152,2022-01-18,3200,4,ginger candy,12800
T00087,C0318,2022-01-18,7500,4,crackers,30000
T00087,C0318,2022-01-18,7500,6,crackers,45000
T00088,C0375,2022-01-18,7500,1,crackers,7500
T00088,C0375,2022-01-18,16000,3,oat,48000
T00088,C0375,2022-01-18,4200,3,thai tea,12600
T00089,C0426,2022-01-18,4200,2,thai tea,8400
T00089,C0426,2022-01-18,7500,2,crackers,15000
T00089,C0426,2022-01-18,16000,1,oat,16000
T00089,C0426,2022-01-18,9400,5,coffee candy,47000
T00090,C0496,2022-01-18,3200,4,ginger candy,12800
T00090,C0496,2022-01-18,16000,2,oat,32000
T00090,C0496,2022-01-19,18000,3,cashew,54000
T00090,C0496,2022-01-19,7500,4,crackers,30000
T00091,C0346,2022-01-19,8800,2,choco bar,17600
T00091,C0346,2022-01-19,12000,4,potato chip,48000
T00091,C0346,2022-01-19,15000,1,cheese stick,15000
T00091,C0346,2022-01-19,7500,2,crackers,15000
T00091,C0346,2022-01-19,7500,3,crackers,22500
T00092,C0060,2022-01-19,12000,3,potato chip,36000
T00092,C0060,2022-01-19,7500,3,crackers,22500
T00092,C0060,2022-01-19,9400,6,coffee candy,56400
T00092,C0060,2022-01-19,15000,4,cheese stick,60000
T00092,C0060,2022-01-19,9400,2,coffee candy,18800
T00093,C0316,2022-01-19,8800,6,choco bar,52800
T00093,C0316,2022-01-19,10000,4,yoghurt,40000
T00093,C0316,2022-01-19,4200,2,thai tea,8400
T00094,C0184,2022-01-20,18000,2,cashew,36000
T00094,C0184,2022-01-20,7500,1,crackers,7500
T00095,C0498,2022-01-20,15000,1,cheese stick,15000
T00095,C0498,2022-01-20,10000,5,yoghurt,50000
T00095,C0498,2022-01-20,10000,6,yoghurt,60000
T00096,C0169,2022-01-20,16000,1,oat,16000
T00096,C0169,2022-01-20,4200,3,thai tea,12600
T00096,C0169,2022-01-20,9400,4,coffee candy,37600
T00097,C0405,2022-01-20,12000,3,potato chip,36000
T00098,C0380,2022-01-20,4200,3,thai tea,12600
T00099,C0263,2022-01-20,4200,2,thai tea,8400
T00099,C0263,2022-01-20,9400,6,coffee candy,56400
T00099,C0263,2022-01-20,9400,3,coffee candy,28200
T00099,C0263,2022-01-21,18000,3,cashew,54000
T00099,C0263,2022-01-21,7500,4,crackers,30000
T00100,C0165,2022-01-21,3200,3,ginger candy,9600
T00100,C0165,2022-01-21,9400,3,coffee candy,28200
T00101,C0151,2022-01-21,10000,5,yoghurt,50000
T00101,C0151,2022-01-21,8800,8,choco bar,70400
T00101,C0151,2022-01-21,7500,6,crackers,45000
T00101,C0151,2022-01-21,18000,1,cashew,18000
T00102,C0161,2022-01-21,9400,5,coffee candy,47000
T00102,C0161,2022-01-21,7500,5,crackers,37500
T00103,C0382,2022-01-21,10000,5,yoghurt,50000
T00104,C0169,2022-01-21,15000,2,cheese stick,30000
T00104,C0169,2022-01-21,8800,3,choco bar,26400
T00104,C0169,2022-01-21,4200,4,thai tea,16800
T00105,C0247,2022-01-21,18000,3,cashew,54000
T00105,C0247,2022-01-22,15000,5,cheese stick,75000
T00105,C0247,2022-01-22,16000,2,oat,32000
T00105,C0247,2022-01-22,4200,5,thai tea,21000
T00105,C0247,2022-01-22,12000,5,potato chip,60000
T00106,C0137,2022-01-22,12000,5,potato chip,60000
T00106,C0137,2022-01-22,16000,3,oat,48000
T00106,C0137,2022-01-22,16000,2,oat,32000
T00107,C0325,2022-01-22,4200,3,thai tea,12600
T00107,C0325,2022-01-22,7500,2,crackers,15000
T00107,C0325,2022-01-23,7500,5,crackers,37500
T00107,C0325,2022-01-23,18000,1,cashew,18000
T00107,C0325,2022-01-23,4200,5,thai tea,21000
T00108,C0140,2022-01-23,7500,2,crackers,15000
T00108,C0140,2022-01-23,4200,5,thai tea,21000
T00108,C0140,2022-01-23,8800,3,choco bar,26400
T00108,C0140,2022-01-23,4200,5,thai tea,21000
T00109,C0270,2022-01-23,4200,4,thai tea,16800
T00109,C0270,2022-01-23,15000,1,cheese stick,15000
T00110,C0392,2022-01-23,7500,6,crackers,45000
T00111,C0090,2022-01-24,12000,5,potato chip,60000
T00111,C0090,2022-01-24,18000,2,cashew,36000
T00112,C0022,2022-01-24,15000,4,cheese stick,60000
T00113,C0208,2022-01-24,18000,4,cashew,72000
T00114,C0088,2022-01-24,15000,4,cheese stick,60000
T00114,C0088,2022-01-24,8800,10,choco bar,88000
T00114,C0088,2022-01-24,3200,3,ginger candy,9600
T00115,C0382,2022-01-24,16000,2,oat,32000
T00115,C0382,2022-01-24,8800,6,choco bar,52800
T00116,C0180,2022-01-24,3200,5,ginger candy,16000
T00117,C0309,2022-01-24,3200,5,ginger candy,16000
T00117,C0309,2022-01-24,3200,3,ginger candy,9600
T00118,C0330,2022-01-24,7500,2,crackers,15000
T00118,C0330,2022-01-25,12000,5,potato chip,60000
T00118,C0330,2022-01-25,4200,5,thai tea,21000
T00119,C0260,2022-01-25,15000,5,cheese stick,75000
T00119,C0260,2022-01-25,4200,2,thai tea,8400
T00119,C0260,2022-01-25,4200,2,thai tea,8400
T00119,C0260,2022-01-25,16000,3,oat,48000
T00120,C0284,2022-01-25,8800,2,choco bar,17600
T00120,C0284,2022-01-25,3200,5,ginger candy,16000
T00120,C0284,2022-01-25,3200,4,ginger candy,12800
T00120,C0284,2022-01-25,4200,4,thai tea,16800
T00120,C0284,2022-01-25,12000,1,potato chip,12000
T00121,C0225,2022-01-25,8800,4,choco bar,35200
T00121,C0225,2022-01-25,15000,3,cheese stick,45000
T00121,C0225,2022-01-25,7500,3,crackers,22500
T00121,C0225,2022-01-25,10000,2,yoghurt,20000
T00121,C0225,2022-01-25,7500,6,crackers,45000
T00122,C0198,2022-01-25,4200,4,thai tea,16800
T00122,C0198,2022-01-26,15000,3,cheese stick,45000
T00122,C0198,2022-01-26,16000,3,oat,48000
T00122,C0198,2022-01-26,7500,2,crackers,15000
T00122,C0198,2022-01-26,8800,3,choco bar,26400
T00123,C0287,2022-01-26,15000,1,cheese stick,15000
T00123,C0287,2022-01-26,8800,7,choco bar,61600
T00123,C0287,2022-01-26,12000,2,potato chip,24000
T00124,C0487,2022-01-26,15000,3,cheese stick,45000
T00124,C0487,2022-01-26,4200,5,thai tea,21000
T00124,C0487,2022-01-26,15000,1,cheese stick,15000
T00124,C0487,2022-01-26,9400,4,coffee candy,37600
T00125,C0449,2022-01-26,7500,6,crackers,45000
T00125,C0449,2022-01-26,9400,3,coffee candy,28200
T00125,C0449,2022-01-26,16000,3,oat,48000
T00125,C0449,2022-01-26,3200,3,ginger candy,9600
T00126,C0369,2022-01-27,7500,6,crackers,45000
T00126,C0369,2022-01-27,16000,3,oat,48000
T00126,C0369,2022-01-27,15000,3,cheese stick,45000
T00127,C0226,2022-01-27,3200,7,ginger candy,22400
T00127,C0226,2022-01-27,15000,1,cheese stick,15000
T00127,C0226,2022-01-27,12000,2,potato chip,24000
T00127,C0226,2022-01-27,18000,1,cashew,18000
T00128,C0479,2022-01-27,9400,6,coffee candy,56400
T00128,C0479,2022-01-27,16000,3,oat,48000
T00128,C0479,2022-01-27,9400,2,coffee candy,18800
T00128,C0479,2022-01-27,12000,2,potato chip,24000
T00128,C0479,2022-01-27,16000,3,oat,48000
T00129,C0028,2022-01-27,15000,3,cheese stick,45000
T00129,C0028,2022-01-27,16000,2,oat,32000
T00130,C0430,2022-01-27,4200,3,thai tea,12600
T00130,C0430,2022-01-27,3200,6,ginger candy,19200
T00131,C0389,2022-01-27,4200,3,thai tea,12600
T00131,C0389,2022-01-27,10000,3,yoghurt,30000
T00131,C0389,2022-01-27,4200,4,thai tea,16800
T00131,C0389,2022-01-27,8800,3,choco bar,26400
T00131,C0389,2022-01-28,12000,3,potato chip,36000
T00132,C0123,2022-01-28,7500,4,crackers,30000
T00132,C0123,2022-01-28,3200,3,ginger candy,9600
T00132,C0123,2022-01-28,16000,2,oat,32000
T00132,C0123,2022-01-28,9400,3,coffee candy,28200
T00132,C0123,2022-01-28,3200,5,ginger candy,16000
T00133,C0293,2022-01-28,4200,4,thai tea,16800
T00134,C0489,2022-01-28,8800,2,choco bar,17600
T00134,C0489,2022-01-28,12000,2,potato chip,24000
T00134,C0489,2022-01-28,4200,3,thai tea,12600
T00134,C0489,2022-01-28,10000,4,yoghurt,40000
T00134,C0489,2022-01-28,3200,3,ginger candy,9600
T00135,C0322,2022-01-28,16000,2,oat,32000
T00135,C0322,2022-01-28,16000,3,oat,48000
T00135,C0322,2022-01-29,4200,5,thai tea,21000
T00136,C0246,2022-01-29,10000,6,yoghurt,60000
T00136,C0246,2022-01-29,16000,2,oat,32000
T00137,C0454,2022-01-29,18000,1,cashew,18000
T00137,C0454,2022-01-29,9400,3,coffee candy,28200
T00137,C0454,2022-01-29,9400,4,coffee candy,37600
T00138,C0444,2022-01-29,4200,4,thai tea,16800
T00139,C0381,2022-01-29,12000,4,potato chip,48000
T00139,C0381,2022-01-29,8800,2,choco bar,17600
T00140,C0373,2022-01-29,9400,4,coffee candy,37600
T00140,C0373,2022-01-30,15000,3,cheese stick,45000
T00140,C0373,2022-01-30,10000,5,yoghurt,50000
T00140,C0373,2022-01-30,7500,4,crackers,30000
T00140,C0373,2022-01-30,9400,3,coffee candy,28200
T00141,C0373,2022-01-30,12000,3,potato chip,36000
T00141,C0373,2022-01-30,16000,1,oat,16000
T00141,C0373,2022-01-30,10000,4,yoghurt,40000
T00142,C0348,2022-01-30,12000,1,potato chip,12000
T00143,C0186,2022-01-30,7500,3,crackers,22500
T00143,C0186,2022-01-30,4200,4,thai tea,16800
T00143,C0186,2022-01-30,10000,5,yoghurt,50000
T00143,C0186,2022-01-30,10000,7,yoghurt,70000
T00143,C0186,2022-01-30,16000,2,oat,32000
T00144,C0256,2022-01-30,4200,4,thai tea,16800
T00144,C0256,2022-01-31,12000,4,potato chip,48000
T00144,C0256,2022-01-31,9400,4,coffee candy,37600
T00144,C0256,2022-01-31,15000,4,cheese stick,60000
T00144,C0256,2022-01-31,15000,3,cheese stick,45000
T00145,C0228,2022-01-31,15000,5,cheese stick,75000
T00145,C0228,2022-01-31,12000,4,potato chip,48000
T00145,C0228,2022-01-31,7500,5,crackers,37500
T00146,C0261,2022-01-31,3200,5,ginger candy,16000
T00146,C0261,2022-01-31,10000,2,yoghurt,20000
T00147,C0412,2022-01-31,4200,3,thai tea,12600
T00148,C0369,2022-01-31,9400,6,coffee candy,56400
T00148,C0369,2022-01-31,9400,5,coffee candy,47000
T00148,C0369,2022-01-31,4200,4,thai tea,16800
T00148,C0369,2022-01-31,3200,3,ginger candy,9600
T00149,C0394,2022-01-31,4200,2,thai tea,8400
T00150,C0085,2022-02-01,3200,5,ginger candy,16000
T00150,C0085,2022-02-01,3200,5,ginger candy,16000
T00151,C0490,2022-02-01,7500,3,crackers,22500
T00151,C0490,2022-02-01,15000,2,cheese stick,30000
T00151,C0490,2022-02-01,8800,9,choco bar,79200
T00152,C0320,2022-02-01,4200,4,thai tea,16800
T00152,C0320,2022-02-01,4200,4,thai tea,16800
T00152,C0320,2022-02-01,4200,2,thai tea,8400
T00152,C0320,2022-02-01,9400,6,coffee candy,56400
T00152,C0320,2022-02-01,4200,4,thai tea,16800
T00153,C0490,2022-02-01,4200,2,thai tea,8400
T00153,C0490,2022-02-01,7500,4,crackers,30000
T00153,C0490,2022-02-02,9400,4,coffee candy,37600
T00153,C0490,2022-02-02,15000,2,cheese stick,30000
T00154,C0164,2022-02-02,16000,2,oat,32000
T00154,C0164,2022-02-02,7500,5,crackers,37500
T00154,C0164,2022-02-02,3200,6,ginger candy,19200
T00155,C0026,2022-02-02,4200,4,thai tea,16800
T00155,C0026,2022-02-02,8800,7,choco bar,61600
T00155,C0026,2022-02-02,10000,7,yoghurt,70000
T00155,C0026,2022-02-02,15000,1,cheese stick,15000
T00155,C0026,2022-02-02,8800,8,choco bar,70400
T00156,C0484,2022-02-02,10000,5,yoghurt,50000
T00156,C0484,2022-02-02,7500,3,crackers,22500
T00157,C0345,2022-02-03,4200,3,thai tea,12600
T00158,C0373,2022-02-03,4200,2,thai tea,8400
T00159,C0100,2022-02-03,7500,1,crackers,7500
T00160,C0144,2022-02-03,15000,3,cheese stick,45000
T00161,C0192,2022-02-03,10000,7,yoghurt,70000
T00161,C0192,2022-02-03,4200,5,thai tea,21000
T00162,C0366,2022-02-03,12000,3,potato chip,36000
T00162,C0366,2022-02-03,8800,4,choco bar,35200
T00162,C0366,2022-02-03,7500,6,crackers,45000
T00162,C0366,2022-02-03,7500,2,crackers,15000
T00163,C0425,2022-02-03,4200,5,thai tea,21000
T00163,C0425,2022-02-03,3200,4,ginger candy,12800
T00163,C0425,2022-02-03,7500,3,crackers,22500
T00163,C0425,2022-02-03,8800,10,choco bar,88000
T00163,C0425,2022-02-04,3200,5,ginger candy,16000
T00164,C0401,2022-02-04,8800,6,choco bar,52800
T00165,C0323,2022-02-04,18000,2,cashew,36000
T00165,C0323,2022-02-04,10000,5,yoghurt,50000
T00166,C0212,2022-02-04,12000,1,potato chip,12000
T00166,C0212,2022-02-04,16000,2,oat,32000
T00166,C0212,2022-02-04,4200,4,thai tea,16800
T00166,C0212,2022-02-04,10000,2,yoghurt,20000
T00166,C0212,2022-02-04,7500,3,crackers,22500
T00167,C0176,2022-02-04,8800,3,choco bar,26400
T00167,C0176,2022-02-04,7500,4,crackers,30000
T00167,C0176,2022-02-04,15000,4,cheese stick,60000
T00168,C0395,2022-02-04,4200,5,thai tea,21000
T00168,C0395,2022-02-04,3200,5,ginger candy,16000
